x,y,z,class
-0.228,-1.196,-0.02,stairs 
-0.244,-1.252,-0.036,stairs 
-0.144,-0.492,-0.112,stairs 
-0.38,-1.068,-0.216,stairs 
-0.528,-1.156,-0.14,stairs 
-0.096,-1.708,0.136,stairs 
-0.5,-0.916,0.188,stairs 
-0.092,0.28,-0.4,stairs 
-0.3,-1.56,0.056,stairs 
-0.32,-1.532,0.092,stairs 
-0.124,-0.74,0.092,stairs 
-0.56,-0.988,0.096,stairs 
-0.412,-1.144,-0.308,stairs 
-0.2,-1,-0.08,stairs 
-0.224,0.328,-0.224,stairs 
-0.072,-1.56,0.14,stairs 
-1.648,-0.356,-0.192,stairs 
-0.208,-2.048,-0.472,stairs 
-0.032,-0.532,-0.068,stairs 
-0.592,-0.568,0.1,stairs 
-0.072,-0.756,-0.196,stairs 
-0.204,-0.988,0.144,stairs 
-0.172,-0.74,-0.052,stairs 
-0.324,-0.852,0.304,stairs 
-0.824,-1.496,0.26,stairs 
-0.02,-2.048,0.36,stairs 
-2.048,-2.048,1.516,stairs 
-0.312,-0.792,0.316,stairs 
-1.152,-1.76,-0.08,stairs 
-0.672,-1.26,0.108,stairs 
-0.688,-1.06,-0.112,stairs 
-0.612,-1.696,0.232,stairs 
0.404,-0.52,-0.052,stairs 
0.504,-1.968,-0.128,stairs 
0.004,-1.124,-0.156,stairs 
-0.172,-0.012,0.08,stairs 
-0.276,-1.084,0.184,stairs 
-0.444,-0.792,-0.28,stairs 
-0.404,-0.8,0.08,stairs 
-0.136,-1.504,0.308,stairs 
-0.508,-0.988,0.004,stairs 
-0.376,-0.996,0.008,stairs 
0.084,-1.956,0.464,stairs 
-1.144,-0.984,0.396,stairs 
-0.988,-1.208,0.248,stairs 
-1.048,-0.876,0.372,stairs 
-0.68,-1.532,-0.58,stairs 
0.132,-0.356,-0.28,stairs 
-0.288,-0.016,-0.02,stairs 
-0.7,-0.784,0.152,stairs 
-0.26,-0.856,-0.172,stairs 
-0.38,-0.9,-0.008,stairs 
-0.344,-1.78,-0.436,stairs 
-0.336,-1.86,-0.652,stairs 
0.16,-0.364,-0.152,stairs 
0.06,-0.008,-0.376,stairs 
-0.388,-0.532,-0.032,stairs 
-0.096,-0.4,0,stairs 
-0.12,-0.804,0.152,stairs 
-0.588,-1.32,0.272,stairs 
-0.18,-1.036,-0.12,stairs 
-0.516,-0.768,0.116,stairs 
-0.98,-1.168,0.296,stairs 
0.148,-1.636,0.28,stairs 
0.08,-0.216,-0.08,stairs 
-0.036,-0.66,0.18,stairs 
0.588,-1.628,-0.224,stairs 
-0.232,-1.08,-0.092,stairs 
-0.648,-2.048,0.364,stairs 
0.02,-0.54,-0.164,stairs 
-0.284,-1.264,0.004,stairs 
0.024,-0.204,-0.116,stairs 
0,-0.116,0.068,stairs 
-0.412,-1.724,0.152,stairs 
0.864,-2.048,1.58,stairs 
-1.64,-0.876,0.64,stairs 
-0.016,-1.592,0.524,stairs 
0.12,-2.048,0.608,stairs 
-0.52,-0.996,-0.148,stairs 
-0.384,-1.136,-0.248,stairs 
-0.244,-1.028,0.008,stairs 
-0.18,-0.912,-0.096,stairs 
-0.336,-0.932,0.008,stairs 
-0.136,-1.068,-0.188,stairs 
-0.608,-0.228,-0.1,stairs 
-0.576,-1.264,0.152,stairs 
-0.28,-1.972,0.136,stairs 
-0.384,0.156,-0.02,stairs 
0.1,-1.38,0.104,stairs 
-0.092,-1.272,0.068,stairs 
-0.208,-0.896,-0.048,stairs 
-0.44,-0.704,0.016,stairs 
-1.004,-2.048,0.212,stairs 
-0.592,0.16,-0.02,stairs 
-0.3,-2.048,0.252,stairs 
0.36,-0.296,0.192,stairs 
-0.276,-2.048,0.668,stairs 
-0.524,0.24,0.032,stairs 
0.32,-1.792,0.176,stairs 
-0.14,-0.972,0.08,stairs 
-0.272,-1.008,-0.1,stairs 
-0.252,-1.028,0.188,stairs 
-1.104,-0.884,-0.172,stairs 
-0.08,-1.5,0.132,stairs 
0.18,0.296,-0.172,stairs 
-0.392,-2.048,0.476,stairs 
0.296,0.252,-0.164,stairs 
-1.22,-0.96,-0.228,stairs 
-0.728,-1.088,-0.044,stairs 
-0.256,-0.496,0.184,stairs 
-0.448,-2.048,0.364,stairs 
-0.788,-0.728,-0.308,stairs 
-0.336,-1.476,0.024,stairs 
0.196,0.34,-0.232,stairs 
-0.58,-1.94,0.376,stairs 
-0.352,-0.52,-0.108,stairs 
-0.352,-0.976,0.1,stairs 
-0.304,-0.928,-0.016,stairs 
-0.352,-1.008,0.18,stairs 
-0.24,-0.376,0.232,stairs 
-0.172,-0.188,-0.4,stairs 
-0.332,-0.956,0.212,stairs 
-1.592,-1.084,0.248,stairs 
-0.248,-1.876,0.06,stairs 
0.18,0.184,-0.172,stairs 
0.348,-1.976,0.076,stairs 
-0.44,-1.18,0.248,stairs 
-0.68,-1.18,-0.104,stairs 
-0.392,-1.224,0.52,stairs 
-1.164,-0.796,-0.112,stairs 
-0.524,-1.896,0.084,stairs 
-0.292,-0.796,0.196,stairs 
0.128,0.324,-0.284,stairs 
-0.496,-2.048,0.568,stairs 
-0.208,-0.528,-0.088,stairs 
-0.504,-0.828,-0.112,stairs 
-0.092,-1.644,0.124,stairs 
-0.176,-1.016,-0.124,stairs 
0.132,-1.2,-0.132,stairs 
-0.58,-1.108,0.096,stairs 
0.104,-1.636,0.04,stairs 
-0.452,-0.992,0.068,stairs 
-0.456,-1.148,0.412,stairs 
-0.856,-0.76,-0.1,stairs 
-0.816,-1.356,0.18,stairs 
-0.648,-1.224,-0.04,stairs 
-0.264,-0.972,0.076,stairs 
-0.288,-0.868,0.1,stairs 
-0.324,-0.972,0.044,stairs 
0.348,-1.076,-0.224,stairs 
-0.248,-0.524,0.048,stairs 
0.052,-1.988,0.244,stairs 
0.084,-1.984,0.548,stairs 
0.164,0.112,-0.404,stairs 
0.012,-0.272,-0.088,stairs 
0.26,-1.644,-0.012,stairs 
-0.124,-1,-0.328,stairs 
-0.28,-1.748,0.4,stairs 
0.252,-0.396,-0.2,stairs 
0.336,-1.92,-0.108,stairs 
0.408,-2.048,0.436,stairs 
-0.216,-1.856,-0.708,stairs 
-0.076,-0.608,-0.264,stairs 
0.092,-0.752,0.06,stairs 
0.02,-0.44,-0.396,stairs 
-0.072,-0.58,0.096,stairs 
-0.128,-0.756,-0.052,stairs 
-0.304,-0.988,0.04,stairs 
1.124,-1.648,-0.252,stairs 
-0.728,0.416,-0.208,stairs 
-1.428,-0.984,-0.124,stairs 
-0.052,-2.048,0.104,stairs 
0.572,-0.72,0.056,stairs 
-0.64,-1.52,0.352,stairs 
-0.252,-1,-0.036,stairs 
-0.124,-0.908,-0.068,stairs 
-0.244,-1.336,0.22,stairs 
0.52,-0.248,0.108,stairs 
-0.252,-0.12,0.176,stairs 
-0.08,-0.248,0.096,stairs 
0.356,-0.064,-0.048,stairs 
0.008,-0.464,-0.096,stairs 
-0.056,-0.388,-0.184,stairs 
-0.248,-0.996,0.188,stairs 
0.86,-1.24,-0.084,stairs 
0.272,-1.172,0,stairs 
-0.056,-0.964,-0.12,stairs 
-0.1,-0.624,0.276,stairs 
-0.348,-0.912,0.06,stairs 
0.024,-0.592,-0.452,stairs 
0.004,-0.472,-0.372,stairs 
-0.384,-0.488,0.02,stairs 
-0.012,-0.652,-0.028,stairs 
-0.26,-0.828,-0.024,stairs 
-0.04,-1.336,0.096,stairs 
-0.048,-0.208,0.136,stairs 
-0.34,-2.048,-1.276,stairs 
0.084,-0.268,-0.136,stairs 
-0.112,-0.244,-0.2,stairs 
0.432,-0.104,-0.22,stairs 
-0.076,-0.7,0.164,stairs 
-0.404,-0.52,-0.244,stairs 
-0.388,-1.352,0.148,stairs 
0.144,-2.036,0.272,stairs 
-0.416,-0.792,0.108,stairs 
0.096,-1.876,-0.2,stairs 
-0.04,0.008,0.004,stairs 
0.332,-0.332,-0.588,stairs 
-0.124,-0.548,0.152,stairs 
-0.216,-0.44,0.088,stairs 
-0.388,-0.156,-0.192,stairs 
-0.34,-0.668,0.26,stairs 
-0.764,-1.952,0.272,stairs 
-0.064,0.276,-0.216,stairs 
-0.484,-1.484,0.296,stairs 
0.084,-0.14,-0.02,stairs 
-0.176,-1.732,-0.048,stairs 
-0.256,-2.008,0.296,stairs 
-0.256,-0.352,-0.216,stairs 
-0.104,-0.572,-0.076,stairs 
-0.268,-1.416,0.12,stairs 
-0.888,-1.072,-0.156,stairs 
-0.224,-2.048,0.404,stairs 
-0.308,0.06,-0.072,stairs 
-1.7,-1.16,-0.172,stairs 
-0.236,-0.736,-0.092,stairs 
-0.044,-1.688,-0.128,stairs 
-0.216,-0.464,-0.136,stairs 
-0.188,-0.572,0.008,stairs 
-0.072,-0.992,0.024,stairs 
-0.116,-0.712,0.032,stairs 
0.172,0.444,-0.216,stairs 
-0.044,-1.632,0.22,stairs 
-0.352,-1.448,0.452,stairs 
-0.024,-0.428,-0.172,stairs 
-0.524,-2.048,0.308,stairs 
-0.664,0.276,-0.192,stairs 
0.072,0.38,-0.02,stairs 
0.048,0.288,-0.124,stairs 
0.188,-1.884,0,stairs 
0.268,0.164,-0.128,stairs 
-0.756,-2.048,0.296,stairs 
0.188,0.316,-0.28,stairs 
-0.568,-2.048,0.236,stairs 
-0.336,0.284,-0.08,stairs 
-0.272,-1.308,0.016,stairs 
-0.908,-0.952,0.016,stairs 
-0.58,-0.924,-0.204,stairs 
-0.224,-1.436,0.288,stairs 
-0.184,-1.392,-0.08,stairs 
-0.44,0.292,-0.1,stairs 
-0.136,-2.048,0.236,stairs 
0.204,0.604,-0.352,stairs 
-0.804,-2.048,0.428,stairs 
0.06,0.044,-0.132,stairs 
0.208,-2.048,-0.012,stairs 
-0.264,-0.06,0.008,stairs 
-0.208,-0.12,0.116,stairs 
-0.296,-1.336,0.16,stairs 
-0.328,-0.692,-0.052,stairs 
-0.824,-0.56,-0.02,stairs 
0.14,0.02,-0.068,stairs 
-0.764,-2.048,0.464,stairs 
-0.3,-0.968,0.28,stairs 
0.016,-0.776,-0.072,stairs 
-0.428,-1.08,0.228,stairs 
-0.056,-1.088,-0.06,stairs 
-0.468,-1.02,0.172,stairs 
-0.144,0.524,-0.264,stairs 
-0.596,-2.048,0.456,stairs 
-0.38,0.172,-0.168,stairs 
-0.208,-1.524,0.408,stairs 
-0.176,-1.168,0.084,stairs 
-0.488,-0.728,0.048,stairs 
-0.16,-1.004,-0.028,stairs 
-0.492,-1.076,0.116,stairs 
-0.116,-0.556,-0.072,stairs 
-0.148,-0.388,-0.332,stairs 
-0.556,-1.04,0.196,stairs 
0.572,-1.9,-0.108,stairs 
0.064,-1.244,0.188,stairs 
-0.708,-1.12,0.272,stairs 
-0.036,-0.372,-0.252,stairs 
-0.052,-1.012,0.22,stairs 
-0.236,-0.74,-0.184,stairs 
-0.608,-0.812,0.296,stairs 
-0.564,-0.248,0.248,stairs 
-0.024,0.096,0.016,stairs 
-0.06,0.228,0.068,stairs 
-0.556,-0.912,0.428,stairs 
0.008,0.208,-0.164,stairs 
-0.304,-0.352,0.088,stairs 
0.684,-2.048,0.096,stairs 
0.484,-1.016,0.6,stairs 
-0.448,0.292,0.02,stairs 
-0.7,-0.416,0.172,stairs 
-1.108,-0.948,0.28,stairs 
-0.372,-1.272,0.22,stairs 
-0.036,-0.84,-0.056,stairs 
-0.264,-0.848,0.3,stairs 
-0.068,-0.756,-0.18,stairs 
-0.216,-0.976,0.116,stairs 
0.288,-1.7,0.144,stairs 
-0.28,-1.404,-0.044,stairs 
-0.152,-1.304,-0.212,stairs 
0.004,-1.856,-0.636,stairs 
-0.412,-0.484,-0.288,stairs 
-0.344,-0.404,-0.2,stairs 
0.008,-1.66,-0.304,stairs 
-0.252,-0.592,0.152,stairs 
0.004,-0.632,-0.032,stairs 
-1.096,-1.16,0.452,stairs 
-0.656,-0.56,0.42,stairs 
-0.888,-1.052,0.088,stairs 
0.88,-1.976,0.58,stairs 
-1.004,-0.028,0.524,stairs 
-0.216,-1.148,0.12,stairs 
-0.268,-1.6,0.036,stairs 
-0.216,-1.048,0.02,stairs 
-0.008,-0.756,-0.1,stairs 
0.008,-0.36,-0.072,stairs 
-0.544,-1.064,0.288,stairs 
1.828,-1.652,-0.252,stairs 
-1.188,-0.508,0.412,stairs 
0.248,-1.908,0.456,stairs 
0.04,-0.796,0.204,stairs 
0.164,-0.628,-0.124,stairs 
0.084,-0.848,0.052,stairs 
-0.448,-1.104,-0.128,stairs 
-0.24,0.116,-0.244,stairs 
-0.356,-0.9,0.268,stairs 
0.696,-2.048,1.044,stairs 
-0.748,-0.324,0.156,stairs 
0.676,-0.848,-0.052,stairs 
-0.44,-0.632,-0.176,stairs 
0.124,-1.108,-0.092,stairs 
-0.248,-1.08,0.148,stairs 
-0.164,-1.408,0.116,stairs 
-0.04,0.296,-0.14,stairs 
-0.124,-2.048,0.112,stairs 
-0.288,-0.072,-0.216,stairs 
-0.228,-0.896,-0.076,stairs 
0.252,-2.008,0.288,stairs 
-0.096,-0.592,0.02,stairs 
-0.084,0.088,-0.04,stairs 
-1.132,-1.468,0.156,stairs 
-0.572,-1.952,0.664,stairs 
0.036,-0.084,-0.156,stairs 
-0.22,-0.772,0.028,stairs 
-0.784,-1.124,0.128,stairs 
-0.792,-2.048,0.624,stairs 
-0.22,0.38,-0.236,stairs 
-0.112,-1.656,0.46,stairs 
0.072,-0.676,-0.116,stairs 
-0.564,-1.164,-0.056,stairs 
-0.284,-1.356,-0.064,stairs 
-0.416,-1.416,0.096,stairs 
0.128,0.4,-0.236,stairs 
-0.58,-2.048,0.68,stairs 
-0.108,0.616,-0.348,stairs 
-0.88,-1.556,0.152,stairs 
-0.224,-2.048,0.356,stairs 
-0.152,-0.528,-0.028,stairs 
-0.528,-0.32,-0.012,stairs 
-1.116,-1.816,0.264,stairs 
-0.236,0.112,-0.168,stairs 
-1.592,-1.284,-0.192,stairs 
-0.216,-1.76,0.168,stairs 
0.14,-0.356,0.14,stairs 
-0.016,-1.404,0,stairs 
-0.18,-1.084,-0.148,stairs 
-0.3,-1.704,0.24,stairs 
-0.424,-0.936,0.028,stairs 
-0.444,-1.808,0.204,stairs 
0.468,-0.096,-0.092,stairs 
-0.464,-1.844,0.332,stairs 
-0.4,-1.976,0.48,stairs 
-0.036,-0.364,-0.18,stairs 
-0.488,-1.156,0.108,stairs 
-0.48,-1.34,0.312,stairs 
0.228,-1.004,-0.156,stairs 
-0.588,-1.428,0.332,stairs 
-2.048,-0.768,0.508,stairs 
0.22,0.568,-0.304,stairs 
-0.508,-2.048,0.528,stairs 
-0.312,-0.004,-0.332,stairs 
-0.076,-1.772,0.004,stairs 
-0.02,-0.288,-0.108,stairs 
-0.18,-1.124,0.04,stairs 
-0.376,-0.972,-0.044,stairs 
-0.66,-0.876,0.236,stairs 
0.028,-0.96,-0.164,stairs 
0.032,-2.048,0.6,stairs 
-0.252,-1.048,0.328,stairs 
-0.928,-1.428,0,stairs 
-0.06,-0.84,0.14,stairs 
-0.444,-1.476,-0.028,stairs 
-0.516,-0.904,0.136,stairs 
-0.244,-0.828,-0.22,stairs 
-1.384,-0.276,0.064,stairs 
-0.408,-2.048,-0.028,stairs 
0.312,-0.552,-0.048,stairs 
-0.716,-0.528,0.148,stairs 
-0.472,-2.048,0.624,stairs 
-0.572,-0.676,-0.3,stairs 
-0.676,-0.836,-0.328,stairs 
-0.448,-1.6,0.176,stairs 
-0.512,-0.872,-0.104,stairs 
0.064,-1.676,0.116,stairs 
-0.412,-1.004,0.128,stairs 
1.656,-1.284,-0.088,stairs 
-0.42,-0.504,-0.004,stairs 
0.272,-1.096,-0.268,stairs 
-0.152,-1.548,-0.664,stairs 
0.096,-0.728,0.192,stairs 
-0.244,-1.024,0.552,stairs 
-0.564,-0.74,0.12,stairs 
-0.48,-1.572,0.228,stairs 
-0.028,-0.7,-0.084,stairs 
-0.5,-1.54,0.232,stairs 
1.176,-1.764,-0.304,stairs 
-0.58,-0.568,-0.164,stairs 
-0.756,-0.616,-0.184,stairs 
0.064,-1.572,-0.416,stairs 
-0.016,-0.648,0.064,stairs 
-0.256,-0.848,0.016,stairs 
-0.896,-0.812,0.152,stairs 
-0.188,-0.808,0.184,stairs 
0.844,-1.872,0.02,stairs 
0.68,-0.404,-0.44,stairs 
0.312,-0.64,0.08,stairs 
-0.188,0.012,0.048,stairs 
-0.328,-0.792,0.12,stairs 
0.068,-0.644,-0.032,stairs 
-0.312,-0.908,0.16,stairs 
0,-1.996,0.476,stairs 
-0.172,-0.828,0.144,stairs 
0.372,-1.084,-0.6,stairs 
-0.564,-0.344,-0.06,stairs 
-1.268,-0.48,0.212,stairs 
-0.04,-1.22,0.104,stairs 
-0.456,-1.864,-0.588,stairs 
0.152,-0.588,0.084,stairs 
-0.148,-0.676,-0.24,stairs 
-0.176,-0.996,0.32,stairs 
-0.004,-0.744,-0.004,stairs 
-0.7,-1.24,0.484,stairs 
-0.744,-1.564,0.26,stairs 
1.244,-2.048,0.276,stairs 
-2.048,-2.048,2.044,stairs 
-0.572,-0.42,0.168,stairs 
-0.556,-0.904,-0.004,stairs 
-0.34,-0.64,-0.056,stairs 
0.024,-0.568,0.192,stairs 
-0.14,-0.884,-0.056,stairs 
-0.304,-0.864,0.168,stairs 
0.672,-1.264,0.228,stairs 
-0.488,-0.524,0.06,stairs 
-0.188,-0.396,-0.08,stairs 
0.452,-2.048,-1.348,stairs 
-0.676,-0.304,-0.092,stairs 
-0.58,-0.952,0.068,stairs 
-0.44,-1.076,0.264,stairs 
-0.94,-1.252,0.048,stairs 
-0.396,-0.7,0.032,stairs 
-0.236,-1.716,0.244,stairs 
-0.14,-0.48,-0.092,stairs 
-0.676,-1.356,0.22,stairs 
-0.512,-1.188,0.136,stairs 
-0.428,-1.272,-0.072,stairs 
-0.688,-0.96,-0.108,stairs 
-0.508,-1.136,-0.108,stairs 
-0.676,-1.024,0.028,stairs 
-0.4,-1.22,-0.192,stairs 
-0.672,-0.964,0.08,stairs 
-0.556,-0.32,-0.032,stairs 
-0.516,-1.108,0.172,stairs 
-0.432,-0.488,0.048,stairs 
0.272,0.26,-0.16,stairs 
-0.072,-1.852,0.388,stairs 
-0.032,-0.604,-0.316,stairs 
0.224,-1.4,0.116,stairs 
-0.42,-1.96,0.316,stairs 
-0.228,-0.98,-0.016,stairs 
0.004,0.292,-0.2,stairs 
-0.548,-1.48,0.472,stairs 
-1.304,-1.3,0.284,stairs 
-0.276,-0.408,-0.068,stairs 
-0.292,-0.872,0.044,stairs 
-0.788,-0.916,-0.004,stairs 
-0.64,-1.376,0.136,stairs 
-0.32,-0.972,-0.232,stairs 
-1.008,-1.916,0.44,stairs 
-0.06,-0.76,-0.02,stairs 
0.344,0.28,-0.28,stairs 
-0.38,-1.772,0.136,stairs 
-0.464,-2.048,0.544,stairs 
-0.636,0.284,-0.128,stairs 
0.212,-0.98,-0.044,stairs 
-0.308,-1.008,0.26,stairs 
-0.308,-0.996,-0.016,stairs 
-0.392,-0.716,0,stairs 
-0.512,-1.044,0.248,stairs 
-0.724,-1.86,0.288,stairs 
-0.26,-0.636,-0.116,stairs 
-0.336,0.224,0.04,stairs 
-0.084,-1.972,0.168,stairs 
-0.104,-0.372,0.02,stairs 
-0.384,-1.276,0.268,stairs 
-0.292,-0.836,0.036,stairs 
-0.644,-0.772,0.16,stairs 
-0.668,-1.128,0.128,stairs 
-0.66,-1.084,0.06,stairs 
-0.692,-1.196,0.168,stairs 
-0.348,0.04,-0.124,stairs 
-0.396,-2.048,0.42,stairs 
0.1,0.22,-0.172,stairs 
-0.26,-2.032,0.244,stairs 
0.068,-1.14,-0.108,stairs 
-0.364,-1.412,0.34,stairs 
-0.156,-1.06,-0.092,stairs 
-0.388,-1.072,0.164,stairs 
-0.8,-0.764,-0.06,stairs 
-0.26,-1.992,0.4,stairs 
-0.124,-0.116,-0.292,stairs 
-0.44,-1.404,0.192,stairs 
-0.552,-1.048,-0.028,stairs 
-0.676,-0.792,-0.144,stairs 
-0.416,-0.924,0.04,stairs 
-0.5,-1.172,-0.004,stairs 
-0.188,-0.904,0.028,stairs 
1.116,-2.048,0.972,stairs 
-1.32,-0.248,0.484,stairs 
-0.14,-1.168,0.004,stairs 
-0.544,-1.468,-0.264,stairs 
-0.8,-0.668,-0.064,stairs 
-0.66,-1.064,0.18,stairs 
-0.752,-1.004,0.064,stairs 
-0.224,-1.328,-0.068,stairs 
-0.504,-0.688,0.384,stairs 
-0.764,-1.876,0.384,stairs 
0.62,-2.048,0.992,stairs 
-0.156,-0.644,-0.004,stairs 
-2.048,-2.048,1.616,stairs 
-0.204,-1.584,0.208,stairs 
-0.4,-0.572,-0.012,stairs 
-0.032,-2.048,-0.204,stairs 
0.06,-0.976,0.104,stairs 
0.02,-0.72,-0.108,stairs 
-0.252,-0.996,0.184,stairs 
-0.112,-2.048,1.184,stairs 
-1.08,0.204,0.1,stairs 
-0.064,-0.676,-0.276,stairs 
0.068,-2.032,-0.316,stairs 
0.12,-0.988,0.156,stairs 
-0.304,-1.632,0.36,stairs 
-0.068,-0.964,0.084,stairs 
-0.168,-0.696,0.024,stairs 
-0.024,-0.896,0.008,stairs 
0.024,-0.828,-0.088,stairs 
-0.028,-0.352,-0.416,stairs 
-0.236,0.176,0.06,stairs 
-0.96,-0.524,0.388,stairs 
-0.744,-1.336,0.152,stairs 
-1.364,-2.024,0.456,stairs 
0.208,-1.556,0.128,stairs 
0.336,-0.232,-0.244,stairs 
0.024,-0.092,0.036,stairs 
-0.392,-0.688,0.088,stairs 
-0.172,-0.904,-0.04,stairs 
-0.196,-0.876,0.2,stairs 
-0.276,-1.556,-0.284,stairs 
0.244,-0.064,-0.444,stairs 
-0.536,-0.556,-0.02,stairs 
-0.888,-2.048,0.524,stairs 
0.268,-1.704,0.264,stairs 
-0.548,-1.956,0.824,stairs 
-0.448,-0.556,-0.028,stairs 
-1.028,-0.888,0.22,stairs 
-0.412,-0.972,0.224,stairs 
-0.172,-1.032,0,stairs 
-0.18,-1.024,0.244,stairs 
-0.032,-1.064,0.144,stairs 
0.16,-2.048,0.58,stairs 
-0.392,-0.776,-0.228,stairs 
-0.464,-0.168,-0.068,stairs 
-0.256,-0.432,-0.152,stairs 
-0.144,-0.28,-0.068,stairs 
-0.304,-0.932,0.248,stairs 
0.012,-0.852,-0.092,stairs 
-0.296,-0.872,0.148,stairs 
-0.208,-0.592,-0.056,stairs 
-0.256,-0.964,0.116,stairs 
0.216,-2.048,-0.016,stairs 
0.984,-1.724,-0.6,stairs 
-0.292,-0.184,-0.4,stairs 
-0.612,-0.44,0.1,stairs 
-0.088,-0.624,0.012,stairs 
-0.184,-1.12,-0.004,stairs 
-0.052,-1.272,0.336,stairs 
-0.208,-1.116,0.292,stairs 
-0.504,-1.444,-0.008,stairs 
-0.804,-0.86,0.068,stairs 
-0.336,-2.036,0.564,stairs 
-0.196,-0.892,0.004,stairs 
-0.26,-1.996,0.488,stairs 
-0.228,0.384,-0.116,stairs 
-0.596,-2.048,0.44,stairs 
-0.612,-1.1,0.112,stairs 
-0.684,-1.428,0.196,stairs 
-0.516,-1.052,0.14,stairs 
-0.356,-1.184,0.304,stairs 
-0.02,-1.312,-0.068,stairs 
-0.072,-1.2,0.292,stairs 
-0.164,-1.304,-0.248,stairs 
-0.172,-2.048,0.264,stairs 
-0.34,-0.904,-0.024,stairs 
-0.264,-1.744,0.208,stairs 
-0.236,-0.852,0.192,stairs 
-0.116,-1,-0.04,stairs 
-1.048,-1.12,0.04,stairs 
0.216,-1.124,0.036,stairs 
-0.164,-0.444,-0.516,stairs 
-0.592,-0.772,-0.084,stairs 
-0.244,-1.328,0.092,stairs 
0.132,0.704,-0.22,stairs 
-0.492,-1.308,-0.164,stairs 
-0.276,-0.96,0.096,stairs 
-0.304,-1.06,0.152,stairs 
-0.616,-1.308,0.204,stairs 
-1.276,-1.276,0.028,stairs 
-0.984,-1.192,-0.116,stairs 
-0.828,-1.152,0.208,stairs 
-0.364,-1.14,0.124,stairs 
-0.452,-1.136,-0.06,stairs 
-0.576,-0.824,0.1,stairs 
-0.468,-0.24,-0.092,stairs 
-0.152,-0.388,-0.124,stairs 
-0.464,-0.32,0.048,stairs 
-0.668,-1.076,0.064,stairs 
0.024,-1.18,0.116,stairs 
-0.848,-1.068,-0.116,stairs 
-0.24,-1.052,-0.128,stairs 
-0.572,-2.048,0.556,stairs 
-0.296,-0.072,-0.02,stairs 
-0.312,-1.732,0.188,stairs 
-0.3,-1.324,0.496,stairs 
0.056,-0.9,-0.048,stairs 
-0.188,-1.112,0.132,stairs 
-0.42,-0.74,0.048,stairs 
0.052,-0.732,0.076,stairs 
-1.112,-1.232,0.032,stairs 
-0.14,-2.048,0.336,stairs 
0.18,0.512,-0.272,stairs 
-0.448,-2.048,0.64,stairs 
-0.208,0.144,-0.232,stairs 
-0.004,-1.696,-0.136,stairs 
-0.288,-0.464,-0.076,stairs 
-0.192,-0.988,0.124,stairs 
-0.2,-1.036,-0.008,stairs 
-0.332,-1.128,0.116,stairs 
-0.504,-1.028,0.192,stairs 
-0.344,-0.7,-0.044,stairs 
-0.104,-1.328,0.008,stairs 
-0.224,-0.784,0.004,stairs 
-0.484,-1.76,0.064,stairs 
-0.46,-0.976,0.04,stairs 
-1.196,-1.024,0.248,stairs 
-0.796,-1.088,0.088,stairs 
-0.6,-1.068,0.228,stairs 
-0.312,-0.708,-0.092,stairs 
-0.112,-0.656,-0.644,stairs 
-0.532,-1.016,0.236,stairs 
0.428,-2.048,1.12,stairs 
-0.676,-0.384,-0.036,stairs 
-0.004,-1.072,-0.496,stairs 
-0.428,-1.116,-0.028,stairs 
-0.52,-1.372,0.632,stairs 
-0.108,-0.924,0.112,stairs 
-0.068,-0.588,-0.132,stairs 
-0.696,-0.74,0.348,stairs 
-0.472,-1.716,0.236,stairs 
-0.284,-1.248,-0.016,stairs 
-0.064,-0.9,-0.084,stairs 
0.056,-0.492,-0.128,stairs 
-0.452,-1.14,0.136,stairs 
-0.696,-0.492,-0.152,stairs 
-0.156,-0.676,0.008,stairs 
-0.128,-0.592,0.128,stairs 
0.096,-0.828,-0.176,stairs 
-0.088,-1.092,0.376,stairs 
0.112,-0.676,-0.132,stairs 
0.348,-2.048,-1.016,stairs 
-0.452,0.012,-0.152,stairs 
-0.248,-0.848,0.412,stairs 
0.168,-0.888,-0.128,stairs 
-0.212,-1.148,-0.012,stairs 
-0.44,-1.332,0.456,stairs 
-0.224,-0.98,0.148,stairs 
-0.244,-0.8,0.028,stairs 
-1.576,-0.82,0.064,stairs 
0.22,-1.732,0.668,stairs 
-0.232,-0.84,0.184,stairs 
-2.048,-2.048,1.304,stairs 
-0.192,-2.048,0.344,stairs 
-0.184,-0.488,-0.044,stairs 
-0.528,-0.88,0.192,stairs 
-0.088,-0.772,-0.096,stairs 
-0.412,-0.908,0.168,stairs 
0.408,-0.832,-0.32,stairs 
-0.22,-0.664,0.124,stairs 
-0.132,-0.736,0.016,stairs 
-0.252,-1.056,0.096,stairs 
0.312,-0.84,0.064,stairs 
-0.412,-0.496,0,stairs 
-0.664,-0.752,0.004,stairs 
0.448,-0.88,0.036,stairs 
-0.464,-0.288,-0.108,stairs 
-0.316,-1.912,0.7,stairs 
-0.176,-1.064,0.368,stairs 
-0.148,-1.236,0.092,stairs 
-0.228,-0.972,0.152,stairs 
-0.22,-0.864,-0.012,stairs 
-0.504,-0.916,0.104,stairs 
-0.244,-0.996,0.18,stairs 
0.284,-1.596,-0.432,stairs 
-0.176,-1.348,0.38,stairs 
0.144,-0.688,-0.492,stairs 
-0.476,-0.516,0.06,stairs 
-0.312,-0.088,-0.032,stairs 
-0.28,-1.02,0.488,stairs 
0.096,-0.552,-0.3,stairs 
